ID,title,location,salary,summary
d3a0ad55dbeea463,[넥슨코리아] Devops 엔지니어 (데이터 파이프라인),경기도 성남,,"Azure, GCP 등 클라우드 환경에서 업무 경험이 있으신 분 - Shell Script, SQL, 
Python, Go 등 한 개 이상의 언어로 개발이 가능하신 분 - 최신 기술 동향을 놓치지 않고, 문제를 해결함에..."
ac9b3a55c7379ad1,리스크/회계 시스템 담당자 채용,서울 중학동,정규직,"Oracle/MySQL 등) 쿼리 개발 경험을 보유하신 분 - SW 개발 능력을 보유하신 분(Java/
Python 등) 우대사항 - 은행 정보계 시스템(DW/규제/회계/리스크) 운영 경험을 보유하신 분 - Linux 서버..."
d49618d656468d9b,데이터 분석가,서울 송파구,정규직,"및 분석, 개선- 서비스화를 위한 플랫폼 적용✔️ 필요 역량입니다.- 분석 업무 3~10년 이하 이신 분- 
python 언어를 통한 분석 가능하신 분- 분석을 통한 실제 비즈니스 문제 해결 경험- 다양한 직군과의 커뮤니케이션..."
f5db967bfdd0390f,빅데이터 리더 정규직,안양 동안구,정규직,"모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일..."
df5ab705f3a414ee,"Sr. Application Architect, Professional Services",서울,정규직,"C#, Swift, Node.js, 
Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, 
Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
962a7484bf6a2466,백엔드 플랫폼 개발 유지보수,경기도 성남,정규직,"Phoenix DB 개발 유지 보수 [ 자격요건] - 경력 4년 이상이신 분 - PHP, Java, 
Python, Apache, Html5, MySQL Javascript, Linux 등 웹서비스 개발 지식과 경험이..."
78efdb987e347e33,"Windows, JAVA 외 신입/경력 정규직",성남 수정구,정규직,"우대 - 응용 소프트웨어 배포 경험 우대 - JavaScript, 
Python 능통자 우대2. Linux 시스템 소프트웨어 개발자 로봇 및 자동차... 로그래머>Linux|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
e7cdbec773cb26d7,인프라 구축/운영(카드) 경력 채용,서울 가산동,정규직,"지니어 경험 ㆍLinux 기반 Open Source Software 프로젝트 경험 ㆍShell Script, 
Python Script 작성 가능 5년 이상 서울 종로구 전형절차 (처우협의는 채용전형 진행 중 별도 안내..."
0920302256231f43,[대명소노그룹] 부문별 신입/경력 인재,서울 송파구,정규직,"로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머..."
b7404340e4697466,[주4.5일] 딥러닝 연구 개발자,서울 구로구,정규직,"집부문 / 상세내용 사용 기술 ai/인공지능 pytorch 
python deeplearning tensorflow.js 인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발..."
